id listku(veskera vyuka pro celou paralelku - vice hodin za tyden);id podlistku(konkretni vyuka v nejaky den a hodinu);kod predmetu;nazev;den(1=po);cas(min od 0:00);mistnost;delka(min);prvni tyden vyuky;prvni den vyuky pro jednorazovou;pocet tydnu vyuky;ctrnactideni vyuka;ucitele
RG110748546;R110748557;;;4;440;SW2;795;;19.8.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748564;;;4;440;SW2;795;;26.8.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748571;;;4;440;SW2;795;;2.9.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748578;;;4;440;SW1;795;;12.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748585;;;4;440;SW1;795;;19.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748592;;;4;440;SW1;795;;26.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748599;;;4;440;SW1;795;;2.9.2021;1;;Forstová Lenka, Mgr.
RG110748727;R110748728;;;4;540;S11;180;;17.6.2021;1;;Pangrác Ondøej, RNDr., Ph.D.
RG110748920;R110748921;;;4;890;S510;70;;17.6.2021;1;;Vidová Hladká Barbora, doc. Mgr., Ph.D.
RG110748937;R110748938;;;4;600;S5;540;;15.7.2021;1;;Mare Martin, Mgr., Ph.D.
RG110749562;R110749563;;;4;590;S8;100;;24.6.2021;1;;Bojar Ondøej, doc. RNDr., Ph.D.
RG110750378;R110750379;;;4;780;S7;240;;24.6.2021;1;;Hacklová Radmila, Mgr.
RG110751384;R110751385;;;4;540;S3;300;;2.9.2021;1;;Hegrová Kateøina
RG110751392;R110751393;;;4;540;S4;300;;2.9.2021;1;;Hegrová Kateøina
RG110751406;R110751407;;;4;540;S9;300;;2.9.2021;1;;Hegrová Kateøina
RG110751910;R110751911;;;4;540;S5;240;;29.7.2021;1;;Hubièka Jan, doc. Mgr., Ph.D.
RG110754394;R110754398;;;4;440;S9;795;;5.8.2021;1;;Hovorka Martin, Ing.
RG110754394;R110754405;;;4;440;S9;795;;12.8.2021;1;;Hovorka Martin, Ing.
RG110754394;R110754412;;;4;440;S9;795;;19.8.2021;1;;Hovorka Martin, Ing.
RG110754455;R110754456;;;4;780;S510;420;;22.7.2021;1;;Rosa Rudolf, Mgr., Ph.D.
RG110755025;R110755026;;;4;900;S10;120;;2.9.2021;1;;Dvoøák Zdenìk, doc. Mgr., Ph.D.
RG110755140;R110755141;;;4;900;S7;120;;29.7.2021;1;;Miltainová Petra
RG110755661;R110755662;;;4;540;SU2;240;;23.9.2021;1;;Jelínek Vít, doc. RNDr., Ph.D.
RG110755886;R110755887;;;4;600;S510;480;;5.8.2021;1;;Rosa Rudolf, Mgr., Ph.D.
20bNAIL013p1;20bNAIL013p1;NAIL013;Aplikace teorie neuronových sítí;5;840;S4;90;1;;14;;Mrázová Iveta, doc. RNDr., CSc., Mráz Frantiek, RNDr., CSc.
20bNAIL094x01;20bNAIL094x01;NAIL094;Rozhodovací procedury a SAT/SMT øeièe;5;740;S7;90;1;;14;;Kuèera Petr, RNDr., Ph.D.
20bNAIL121p1;20bNAIL121p1;NAIL121;Semináø dobývání znalostí;5;890;S301;90;2;;13;sude;Vomlelová Marta, Mgr., Ph.D.
20bNAIL121x01;20bNAIL121x01;NAIL121;Semináø dobývání znalostí;5;790;S301;90;2;;13;;Vomlelová Marta, Mgr., Ph.D.
20bNAIL124x01;20bNAIL124x01;NAIL124;Cvièení z teorie mnoin;5;640;S6;90;1;;14;;Kynèl Jan, Mgr., Ph.D.
20bNCGD001p1;20bNCGD001p1;NCGD001;Vývoj poèítaèových her 1;5;540;S4;90;1;;14;;Brom Cyril, doc. Mgr., Ph.D., Gemrot Jakub, Mgr., Ph.D., Kolek Luká, Mgr., Ph.D.
20bNCGD001x01;20bNCGD001x01;NCGD001;Vývoj poèítaèových her 1;5;640;S10;90;1;;14;;Brom Cyril, doc. Mgr., Ph.D., Gemrot Jakub, Mgr., Ph.D., Kolek Luká, Mgr., Ph.D.
20bNDBI023p1;20bNDBI023p1;NDBI023;Dobývání znalostí;5;640;S9;90;1;;14;;Mrázová Iveta, doc. RNDr., CSc.
20bNDMI015p1;20bNDMI015p1;NDMI015;Kombinatorické poèítání;5;940;S11;90;1;;14;;Klazar Martin, doc. RNDr., Dr.
20bNJAZ202x01;20bNJAZ202x01;NJAZ202;Academic Writing for Mathematicians II;5;690;S11;90;1;;14;;Goodall Andrew, D.Phil.
20bNJAZ204x01;20bNJAZ204x01;NJAZ204;Academic Writing for Computer Scientists II;5;790;S11;90;1;;14;;Goodall Andrew, D.Phil.
20bNMAI061p1;20bNMAI061p1;NMAI061;Metody matematické statistiky;5;540;S3;90;1;;14;;Hlávka Zdenìk, doc. RNDr., Ph.D.
20bNMAI061x01;20bNMAI061x01;NMAI061;Metody matematické statistiky;5;740;SU1;90;2;;13;sude;Hlávka Zdenìk, doc. RNDr., Ph.D.
20bNPFL054x01;20bNPFL054x01;NPFL054;Úvod do strojového uèení v systému R;5;540;SU2;90;1;;14;;Holub Martin, RNDr., Ph.D., Vidová Hladká Barbora, doc. Mgr., Ph.D.
20bNPFL054x02;20bNPFL054x02;NPFL054;Úvod do strojového uèení v systému R;5;640;SU2;90;1;;14;;Holub Martin, RNDr., Ph.D., Vidová Hladká Barbora, doc. Mgr., Ph.D.
20bNPFL081x01;20bNPFL081x01;NPFL081;Praktické základy pravdìpodobnosti a statistiky pro komputaèní lingvistiku;5;840;SU2;90;1;;14;;Holub Martin, RNDr., Ph.D.
20bNPFL109p1;20bNPFL109p1;NPFL109;Èíslicové zpracování zvukových signálù;5;840;S1;90;1;;14;;Klusáèek David, Mgr., Ph.D.
20bNPFL109x01;20bNPFL109x01;NPFL109;Èíslicové zpracování zvukových signálù;5;940;S1;90;1;;14;;Klusáèek David, Mgr., Ph.D.
20bNPFL111x01;20bNPFL111x01;NPFL111;Teoretické základy statistického vyhodnocování jazykových dat v R;5;640;SU1;90;1;;14;;Cinková Silvie, Mgr., Ph.D., Cvrèek Václav, doc. Mgr., Ph.D.
20bNPFL112x01;20bNPFL112x01;NPFL112;Analýza dat v R pro studenty humanitních oborù;5;540;SU1;90;1;;14;;Cinková Silvie, Mgr., Ph.D., Cvrèek Václav, doc. Mgr., Ph.D.
20bNPFL120p1;20bNPFL120p1;NPFL120;Mnohojazyèné poèítaèové zpracování jazyka;5;840;SU1;45;1;;14;;Bojar Ondøej, doc. RNDr., Ph.D., Zeman Daniel, RNDr., Ph.D., Rosa Rudolf, Mgr., Ph.D.
20bNPFL120x01;20bNPFL120x01;NPFL120;Mnohojazyèné poèítaèové zpracování jazyka;5;890;SU1;45;1;;14;;Bojar Ondøej, doc. RNDr., Ph.D., Zeman Daniel, RNDr., Ph.D., Rosa Rudolf, Mgr., Ph.D.
20bNPGR004p1;20bNPGR004p1;NPGR004;Fotorealistická grafika;5;640;S4;90;1;;14;;Pelikán Josef, RNDr.
20bNPGR004x01;20bNPGR004x01;NPGR004;Fotorealistická grafika;5;740;SU2;90;1;;14;;Pelikán Josef, RNDr.
20bNPGR036p1;20bNPGR036p1;NPGR036;Poèítaèové vidìní;5;540;S9;90;1;;14;;ikudová Elena, doc. RNDr., Ph.D.
20bNPGR036x01;20bNPGR036x01;NPGR036;Poèítaèové vidìní;5;640;SW1;90;1;;14;;ikudová Elena, doc. RNDr., Ph.D.
20bNPRG005x03;20bNPRG005x03;NPRG005;Neprocedurální programování;5;540;SW2;90;1;;14;;Hric Jan, RNDr.
20bNPRG036x01;20bNPRG036x01;NPRG036;Datové formáty;5;640;SW2;90;1;;14;;Klímek Jakub, RNDr., Ph.D.
20bNPRG054p1;20bNPRG054p1;NPRG054;Vývoj vysoce výkonného software;5;540;S5;90;1;;14;;Bednárek David, RNDr., Ph.D.
20bNPRG054x01;20bNPRG054x01;NPRG054;Vývoj vysoce výkonného software;5;640;S5;90;2;;14;sude;Bednárek David, RNDr., Ph.D.
20bNTIN071x05;20bNTIN071x05;NTIN071;Automaty a gramatiky;5;540;S6;90;1;;14;;Gregor Petr, doc. Mgr., Ph.D.
20bNTIN088p1;20bNTIN088p1;NTIN088;Algoritmická náhodnost;5;590;S1;90;1;;14;;Kuèera Antonín, doc. RNDr., CSc.
20bNTIN099p1;20bNTIN099p1;NTIN099;Algoritmy pro reprezentaci znalostí;5;640;S7;90;1;;14;;Kuèera Petr, RNDr., Ph.D.
;R110708612;;CZV ucitelky Forstova (2021);5;740;SW1;300;1;;14;;Brom Cyril, doc. Mgr., Ph.D.
;R110726556;;;5;740;S3;90;;4.6.2021;1;;Fiala Jiøí, doc. RNDr., Ph.D.
;R110738702;;;5;780;S5;150;;21.5.2021;1;;Valtr Pavel, doc. RNDr., Dr.
;R110739855;;;5;840;S3;300;;4.6.2021;1;;Mare Martin, Mgr., Ph.D.
;R110739948;;;5;840;S5;300;;4.6.2021;1;;Mare Martin, Mgr., Ph.D.
;R110740309;;;5;795;S5;135;;28.5.2021;1;;Valtr Pavel, doc. RNDr., Dr.
;R110741148;;;5;600;S8;120;;4.6.2021;1;;Duek Ondøej, Mgr. et Mgr., Ph.D.
;R110741753;;;5;840;S6;150;;4.6.2021;1;;Klímek Jakub, RNDr., Ph.D.
RG110743753;R110743754;;;5;600;S6;120;;11.6.2021;1;;Tancer Martin, doc. RNDr., Ph.D.
RG110744078;R110744079;;;5;540;SW1;540;;18.6.2021;1;;Dvoøák Zdenìk, doc. Mgr., Ph.D.
RG110744732;R110744733;;;5;540;S4;240;;2.7.2021;1;;Èepek Ondøej, doc. RNDr., Ph.D.
RG110748518;R110748523;;;5;440;SU2;795;;13.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748530;;;5;440;SU2;795;;20.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748537;;;5;440;SU2;795;;27.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748544;;;5;440;SU2;795;;3.9.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748551;;;5;440;SW2;795;;13.8.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748558;;;5;440;SW2;795;;20.8.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748565;;;5;440;SW2;795;;27.8.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748572;;;5;440;SW2;795;;3.9.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748579;;;5;440;SW1;795;;13.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748586;;;5;440;SW1;795;;20.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748593;;;5;440;SW1;795;;27.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748600;;;5;440;SW1;795;;3.9.2021;1;;Forstová Lenka, Mgr.
RG110749942;R110749943;;;5;510;S5;570;;3.9.2021;1;;Klimoová Tereza, Mgr., Ph.D.
RG110751386;R110751387;;;5;540;S3;360;;3.9.2021;1;;Hegrová Kateøina
RG110751394;R110751395;;;5;540;S4;360;;3.9.2021;1;;Hegrová Kateøina
RG110751409;R110751410;;;5;540;S9;360;;3.9.2021;1;;Hegrová Kateøina
RG110751912;R110751913;;;5;540;S5;240;;30.7.2021;1;;Hubièka Jan, doc. Mgr., Ph.D.
RG110752623;R110752624;;;5;540;S3;360;;10.9.2021;1;;Hegrová Kateøina
RG110752641;R110752642;;;5;510;S7;330;;10.9.2021;1;;Hegrová Kateøina
RG110752643;R110752644;;;5;510;S8;330;;10.9.2021;1;;Hegrová Kateøina
RG110754394;R110754399;;;5;440;S9;795;;6.8.2021;1;;Hovorka Martin, Ing.
RG110754394;R110754406;;;5;440;S9;795;;13.8.2021;1;;Hovorka Martin, Ing.
RG110754394;R110754413;;;5;440;S9;820;;20.8.2021;1;;Hovorka Martin, Ing.
RG110754728;R110754729;;;5;600;S10;120;;30.7.2021;1;;Mráz Frantiek, RNDr., CSc.
RG110755663;R110755664;;;5;540;S4;500;;24.9.2021;1;;Jelínek Vít, doc. RNDr., Ph.D.
